0,1,2,3,4,5,6,7,8,9
0.09338632667385255,0.10536766644152297,0.12886721853526795,0.1087381721486498,0.09735668163733327,0.09254608581519037,0.10400933234282796,0.10305203709613674,0.09055910516812582,0.08711742241393042
0.04142225509695725,0.03449458728462063,0.055338307396493105,0.040102576499250586,0.03416423754979864,0.035369009641128615,0.03359541919637019,0.03350444868215251,0.03533478106512835,0.03855537426208477
0.13646296416769502,0.1160454097563891,0.1636493914731537,0.15480227874439448,0.12295084555803654,0.10579848859088335,0.13961319016351156,0.12492428187948382,0.12153389422097981,0.12538540864646228
0.240956070416491,0.23944285515565894,0.22080272980757867,0.23936179651202114,0.23865728538329603,0.23970662440792448,0.24064815586293276,0.2434459137438572,0.2313726775451509,0.24923984650499592
0.11398029202218309,0.10589469964805104,0.0996473760381093,0.10641914352776873,0.11274858967260219,0.10080538270775137,0.10522636406128746,0.10612648803688864,0.11055624974158376,0.10604020525749717
0.16389702811764537,0.15339654431970184,0.16210837170662393,0.18511841361774298,0.17692532915199805,0.14449179623258296,0.15547454996997273,0.1657489466716053,0.16172042818181578,0.14977285770491938
0.11800031151155319,0.14479407008129,0.1538646299255994,0.14869315101126288,0.15012982432683264,0.13079386933784723,0.14437277706002608,0.17932844661755754,0.12605055199608517,0.14009523914234479
0.3973845003642011,0.38322106046145377,0.4311525084705076,0.38711215222361345,0.42122770470032833,0.4436453356691347,0.4062420672573259,0.4461349367623369,0.4082165835259784,0.41229657432877975
0.20325275754245256,0.177063881681973,0.20318047909180387,0.19619165928245125,0.23574043563102634,0.19158963438061913,0.21203103856296218,0.19175612983990464,0.20358711263696108,0.20284954146435488
0.0688845623707452,0.06509870034906569,0.08542017306318932,0.06775285892874233,0.06827202957296943,0.07244202664899345,0.07286202305340887,0.06492617139894687,0.07647533537684531,0.06250336004225811
0.10529085554782273,0.08870145784098403,0.08651441189164924,0.0975910778666555,0.09638955068979999,0.09234747911725327,0.09578185215441172,0.09891856938535191,0.09973964104556785,0.08946471678288159
0.28560790990219187,0.26403245745894505,0.29805369175155244,0.3027922243296278,0.3233923676060413,0.303730577828871,0.29222150901774385,0.2945681656901902,0.31801968176575107,0.28814094050722827
0.2427977089973824,0.25606234767925473,0.2623459016297967,0.2513867305327094,0.25382531532058117,0.23443551821770228,0.2624553503740266,0.24297141794838592,0.2205760452324846,0.26386619243421966
0.20073757360587413,0.21822855089649695,0.18675238498374178,0.21141373074944456,0.23359605613055637,0.22819873458182788,0.2185546615961619,0.24287234462714163,0.20658310404577418,0.22274472433042047
0.3729006488715882,0.3602120603354088,0.3527516655755719,0.3833272484656866,0.348157680367655,0.3773104376161801,0.35112567920874815,0.34769687976792646,0.35277796534087796,0.3733425693992391
0.27581933787103485,0.33763084240945146,0.32863627451137606,0.29499045626293086,0.30339528456297704,0.3307917523479047,0.29460005143244855,0.3700292304518299,0.31620454262586684,0.31040715997300294
0.17198289028034963,0.16517187776219522,0.1530982539785803,0.17420916420823532,0.1728642159669737,0.1693764739626718,0.1677125840237028,0.1686342576387594,0.18712396798460285,0.177284302114946
0.5755438866734965,0.520618874606503,0.5343931967436972,0.5103106959191231,0.5512697445469126,0.5227254429036928,0.5419584352813496,0.5678387627894669,0.5152702368110903,0.5547366067053308
0.2461181426262363,0.21893288630126725,0.22311215761134165,0.24553292568198176,0.2215170868858192,0.26382185476487724,0.2398062709008535,0.21825519543221983,0.21296957904151148,0.211368674955412
0.29510802773938005,0.3551367303752412,0.351362578259476,0.25163228913079433,0.3605018100175871,0.3674761036268277,0.3140543540644556,0.31570406418026953,0.3112018330426982,0.31396057362151564
0.11570216114406326,0.12784264624665964,0.1320230586441885,0.12116415238955815,0.12634077638505892,0.12670568065927584,0.1140848176841593,0.12818670991609254,0.12995581185676858,0.12350000562986012
0.08037624083455508,0.07277371218450858,0.0848896947432806,0.0802020233472671,0.07515524260548209,0.08092982850721082,0.07419325920298997,0.07625572387849325,0.07445807847213572,0.08036098163363627
0.30239767123697037,0.2916853053422191,0.3031942829957747,0.2907928904009341,0.2603406899170794,0.3006679195375653,0.2923685521660319,0.31972269876132736,0.2988381830978082,0.3299645648886052
0.29778070375378757,0.3052571134340171,0.24604650090065266,0.3005210134613394,0.26942640122611516,0.29693960682910986,0.2858549548439014,0.30016447989799677,0.301105385126595,0.3005884331796857
0.10301377748099656,0.11000370511776852,0.10385197724124237,0.11092544347405521,0.11115741912125678,0.1155867998986233,0.11116275996526398,0.10966788546368642,0.12156329490082933,0.11035379434454971
0.10324163970590063,0.11099169069392854,0.10998467253175169,0.1128460071324294,0.11047255795929468,0.11978398953552272,0.1343653531143768,0.14232166377227015,0.09882908088969437,0.11612759437972264
0.12303239850539362,0.12307852736493877,0.11588778619079264,0.10715733049241913,0.11708024464754498,0.12225003245607807,0.11398622806189172,0.1069773206547982,0.11932996744307807,0.11424167731872878
0.1732615568984461,0.14416038168481493,0.15394619754894168,0.16459714275693585,0.15574520349289958,0.16984514699517791,0.17154388948543553,0.15257851328273833,0.16683243188002186,0.1618189068943159
0.17804071234280583,0.16679048432059893,0.17809324403801738,0.21070759792994867,0.1865978976350845,0.18890053304640692,0.20047618877550574,0.174805915167011,0.16429989304575346,0.1615047211365903
0.2866128627273547,0.2809969070484142,0.2828709095438126,0.2735056776848287,0.25779890675378997,0.2969104115420448,0.2816302748952648,0.2804387841381532,0.2674608473473793,0.27486898302980484
0.04365600804856595,0.06108748429822993,0.06798068188061748,0.04960347756846074,0.06812627134685446,0.05447666903976295,0.05213668513004221,0.06915942912573722,0.05315719000752923,0.07874142708587867
