3,4,label,id
0.1087381721486498,0.09735668163733327,0.10304742689299154,53480
0.040102576499250586,0.03416423754979864,0.03713340702452461,53481
0.15480227874439448,0.12295084555803654,0.13887656215121552,53482
0.23936179651202114,0.23865728538329603,0.23900954094765858,53483
0.10641914352776873,0.11274858967260219,0.10958386660018546,53484
0.18511841361774298,0.17692532915199805,0.18102187138487053,53485
0.14869315101126288,0.15012982432683264,0.14941148766904777,53486
0.38711215222361345,0.42122770470032833,0.40416992846197086,53487
0.19619165928245125,0.23574043563102634,0.2159660474567388,53488
0.06775285892874233,0.06827202957296943,0.06801244425085588,53489
0.0975910778666555,0.09638955068979999,0.09699031427822774,53490
0.3027922243296278,0.3233923676060413,0.31309229596783456,53491
0.2513867305327094,0.25382531532058117,0.25260602292664525,53492
0.21141373074944456,0.23359605613055637,0.22250489344000046,53493
0.3833272484656866,0.348157680367655,0.3657424644166708,53494
0.29499045626293086,0.30339528456297704,0.29919287041295395,53495
0.17420916420823532,0.1728642159669737,0.17353669008760453,53496
0.5103106959191231,0.5512697445469126,0.5307902202330179,53497
0.24553292568198176,0.2215170868858192,0.2335250062839005,53498
0.25163228913079433,0.3605018100175871,0.30606704957419073,53499
0.12116415238955815,0.12634077638505892,0.12375246438730853,53500
0.0802020233472671,0.07515524260548209,0.07767863297637459,53501
0.2907928904009341,0.2603406899170794,0.27556679015900676,53502
0.3005210134613394,0.26942640122611516,0.2849737073437273,53503
0.11092544347405521,0.11115741912125678,0.111041431297656,53504
0.1128460071324294,0.11047255795929468,0.11165928254586205,53505
0.10715733049241913,0.11708024464754498,0.11211878756998206,53506
0.16459714275693585,0.15574520349289958,0.16017117312491772,53507
0.21070759792994867,0.1865978976350845,0.19865274778251657,53508
0.2735056776848287,0.25779890675378997,0.2656522922193093,53509
0.04960347756846074,0.06812627134685446,0.058864874457657604,53510
0.22728608861693286,0.2228707435807733,0.2250784160988531,53511
0.13396440053020273,0.13340627106111055,0.13368533579565664,53512
0.16808241047426697,0.15213932540886224,0.1601108679415646,53513
0.12738385668398755,0.13760520440140173,0.13249453054269464,53514
0.1308667919786553,0.14570286060277882,0.13828482629071706,53515
0.19464291745030626,0.20143825658977682,0.19804058702004154,53516
0.20335574116504582,0.2004942931839522,0.201925017174499,53517
0.15830201449249537,0.1595021850838029,0.15890209978814912,53518
0.19750092535058486,0.17841630361861505,0.18795861448459994,53519
0.2049506033014656,0.19065979678144931,0.19780520004145746,53520
0.19038398024633116,0.18971999653227511,0.19005198838930315,53521
0.09493913247620263,0.09879975064124627,0.09686944155872446,53522
0.16556564989372288,0.169602099496752,0.16758387469523744,53523
0.38469991450412877,0.42475886416079867,0.4047293893324637,53524
0.41851247989177826,0.4029979369161676,0.41075520840397295,53525
0.22242423704246234,0.2289675591139688,0.22569589807821555,53526
0.15081481794064672,0.18509508759980314,0.16795495277022493,53527
0.26079087459371936,0.2303010175413331,0.24554594606752622,53528
0.315601434049314,0.2989768026733489,0.30728911836133144,53529
0.19069374655644994,0.20029814682007516,0.19549594668826253,53530
0.07602907721346425,0.0812687626652962,0.07864891993938022,53531
0.14471532293533765,0.12829045738934344,0.13650289016234055,53532
0.05197834810010664,0.04129865576313001,0.04663850193161832,53533
0.37245748596785977,0.3965240545974902,0.384490770282675,53534
0.2823563425758198,0.26398847471231635,0.2731724086440681,53535
0.1957689350941559,0.207214309877319,0.20149162248573746,53536
0.04122724944232299,0.028829894249208253,0.03502857184576562,53537
0.10855356424696538,0.11051698912807739,0.10953527668752139,53538
0.25907627605840766,0.3275222002414495,0.2932992381499286,53539
0.5395431135413727,0.49885451740489356,0.5191988154731332,53540
0.04474811861808248,0.04000449968537242,0.04237630915172745,53541
0.584469513138105,0.5942359560321944,0.5893527345851497,53542
0.17826136268158285,0.17616434771466563,0.17721285519812424,53543
0.36042429550153393,0.3788652515124211,0.36964477350697755,53544
0.5201243960455625,0.34226139661979343,0.431192896332678,53545
0.1965192915626976,0.18434529439061978,0.1904322929766587,53546
0.4088719132144851,0.33553798521342276,0.372204949213954,53547
0.22284895318975134,0.22594256471375218,0.22439575895175176,53548
0.11688505641664133,0.10889519783332631,0.11289012712498382,53549
0.14782988261236693,0.1504727602014137,0.1491513214068903,53550
0.0945957470857975,0.10334046376070799,0.09896810542325274,53551
0.11597431378015363,0.12395129095543508,0.11996280236779436,53552
0.05609127552566259,0.052598677415096835,0.05434497647037971,53553
0.07041129040373954,0.08285511971326158,0.07663320505850056,53554
0.2873739183063312,0.265894660815085,0.2766342895607081,53555
0.2041560358317788,0.23654303781649508,0.22034953682413694,53556
0.2907892468695838,0.304418434693106,0.2976038407813449,53557
0.38009206068218826,0.37860328316329434,0.3793476719227413,53558
0.14593726419871428,0.15936528267602043,0.15265127343736734,53559
0.10067993859466924,0.12186200685542005,0.11127097272504465,53560
0.19042107140324102,0.21499856903751963,0.2027098202203803,53561
0.130984100082311,0.13943842657147223,0.13521126332689162,53562
0.24272357973661784,0.2243704013546199,0.2335469905456189,53563
0.08403420440923176,0.07356373387338865,0.07879896914131021,53564
0.23877926908755487,0.23609548149837123,0.23743737529296305,53565
0.05413025428102897,0.06513443636588154,0.05963234532345525,53566
0.1579155009981177,0.1344976795996325,0.14620659029887512,53567
0.3498729146483446,0.3255040730874172,0.3376884938678809,53568
0.1474950561144075,0.16741462030453594,0.1574548382094717,53569
0.09966952796522914,0.09946986205976559,0.09956969501249736,53570
0.22280886430135372,0.21185996100797377,0.21733441265466374,53571
0.16816873787465736,0.17070890796666532,0.16943882292066134,53572
0.27541670286220243,0.34715854654275696,0.3112876247024797,53573
0.19958710471021612,0.21233569573022226,0.2059614002202192,53574
0.5427168465464641,0.5336341387316781,0.5381754926390712,53575
0.34677650394975273,0.3956927846704851,0.3712346443101189,53576
0.07081916398533779,0.0658570797035383,0.06833812184443805,53577
0.606294976951142,0.6442880094380373,0.6252914931945897,53578
0.07176682097550505,0.07059382438602942,0.07118032268076724,53579
0.15515529484308585,0.15474448939269136,0.15494989211788862,53580
0.12422831899233003,0.110196495433896,0.11721240721311302,53581
0.12296131510295683,0.1401955614977062,0.1315784383003315,53582
0.10895639122749454,0.10284266957638055,0.10589953040193754,53583
0.20463009911685512,0.2211435816725169,0.21288684039468603,53584
0.060819842839069466,0.05749421279405974,0.0591570278165646,53585
0.0716184150739721,0.07899535578557122,0.07530688542977165,53586
0.2414336566103641,0.23790588959650857,0.23966977310343635,53587
0.27033842830415433,0.3201853154094599,0.2952618718568071,53588
0.04544162454850061,0.041329177017587794,0.0433854007830442,53589
0.31184809047225703,0.3882536035219114,0.3500508469970842,53590
0.39652335582743486,0.3766831499536293,0.3866032528905321,53591
0.056049509840688266,0.04442156910374929,0.050235539472218774,53592
0.1697873384270584,0.1832371430182694,0.17651224072266392,53593
