3,4,7,label,id
0.10017283450128568,0.09649538176329284,0.10704391694773459,0.1012373777374377,53480
0.03704669632208954,0.03332375046772841,0.035582510241319344,0.03531765234371243,53481
0.15259490738712386,0.11970408291187369,0.13889298597136465,0.13706399209012074,53482
0.2382521919551517,0.23821912502138937,0.24081981705154307,0.23909704467602808,53483
0.1056384630021628,0.11242607286374724,0.10816225756070784,0.1087422644755393,53484
0.18477053537538513,0.17609065522216796,0.16535545257675485,0.17540554772476932,53485
0.1566034226474983,0.14953482309785968,0.1817004387660901,0.16261289483714936,53486
0.38874249509038805,0.4207902129546596,0.44374764991791127,0.41776011932098633,53487
0.19357633885719147,0.2366401114816068,0.19649129059086817,0.2089025803098888,53488
0.07609462413975654,0.06768931591961633,0.06711866390112668,0.07030086798683317,53489
0.09597985936978125,0.09590115682052676,0.09851315491875746,0.09679805703635515,53490
0.3063925612206884,0.32460488356081585,0.2900477338807688,0.30701505955409103,53491
0.25617994740667926,0.2525308637145637,0.24654026594181602,0.25175035902101967,53492
0.20736476244194021,0.23248370921906059,0.2401941297441744,0.22668086713505842,53493
0.37012108624788626,0.34345807779815196,0.35520451912830087,0.3562612277247797,53494
0.29263418894994736,0.29769309452990095,0.37808568162007233,0.3228043216999736,53495
0.1733661620849172,0.17277742707701824,0.16922780767165244,0.17179046561119596,53496
0.513878283636145,0.5500975070626503,0.5570749099080406,0.540350233535612,53497
0.24387164497154618,0.22257806750462075,0.21509222959809227,0.2271806473580864,53498
0.24226947236565152,0.35308995362281315,0.31656651904237465,0.3039753150102798,53499
0.12066961953248452,0.12585554534656077,0.12673068012823216,0.12441861500242583,53500
0.0784550726244331,0.07435364813789308,0.07607490425080407,0.07629454167104342,53501
0.27710952652038884,0.26098058146020514,0.31519757980467006,0.2844292292617547,53502
0.308193780576713,0.2689479682942529,0.29666285811326787,0.2912682023280779,53503
0.11315832383798897,0.11073971172615704,0.10691678404778772,0.11027160653731123,53504
0.10702511394799387,0.10934478672768573,0.1510099881083501,0.12245996292800991,53505
